column 1,column 2,column 3,column 4,column 5,column 6,column 7,column 8,column 9,column 10,column 11
227427,@thomaskaine5 Vaccine first.  #notmykid,school closures,FAVOR,0,,,,,,
233327,"Spent the evening on a call with @AmantleM talking Work, Love, chickens...how we’re going to survive this pandemic because it’s not going anywhere! This year has really been one of selfdiscovery,we never knew we had the strength to relearn yet here we are.",stay at home orders,FAVOR,1,,,,,,
1033045,Staples Assault  #Staples   #COVIDIOTS  #COVID  #COVIDIOT attacks a woman who asks her to wear a mask #WearADamnMask,face masks,FAVOR,0,,,,,,
1238213,"When trump says,You don't have to wear a mask. I'm wearing a mask. When trump saysCovid is a hoax. I know it's real. When trump saysBeaches,bars &amp;casinos must open. I'm staying home.  When trump insists,Children should go to school, during a pandemic. I shout",school closures,FAVOR,0,,,,,,
3619429,This is what we are up against right now and No One is talking about it -This morning on Maria.  Kids need schools to open. Schools help to keep our kids safer.,school closures,AGAINST,1,,,,,,
1436302053,"@singh_np17 @diprjk @kansalrohit69 @DrSyedSehrish @airnewsalerts @ANI @PTI_News @ddnews_jammu @ddnewsSrinagar @HealthMedicalE1 Testing in JK is among highest in country much better than Punjab, Kerala or even Bihar. If we all follow guidelines we should b",stay at home orders,NONE,0,,,,,,
1351972,@Patriotize Yep masks only worn in the O.R. and infection contagion risk areas of high risk patients. And they were not these cheap ass blue and white paper masks they were N95 respirator masks. :pray::flag_for_United_States::heart::frog:,face masks,FAVOR,1,,,,,,
2045725,"I just learnt that I have to WAIT until someone in my school to get the coronavirus. if that happens then I will get it, right!",school closures,FAVOR,1,,,,,,
4199651913,So many schools in Indian are being closed for the #COVID19 but not my sisters school district. I had the H1N1 and my mom didnt think is was a big deal and decided to not get me a shot. Sh regretted it after I got ill and had to go to the hospital.,school closures,NONE,0,,,,,,
1646841,"You know the best solution if public school systems refuse to close down, to prevent the spread of coronavirus is for every parent and child call in sick.  Even if your child is not sick, someone will be if schools remain open during this pandemic.",school closures,FAVOR,1,,,,,,
2689187,"The left knows that personal responsibility and freedom is a valid argument to not wearing a mask. That is why they turned the narrative around to protecting other people, “If you don’t wear a mask, you want OTHER people to die!”",face masks,AGAINST,1,,,,,,
15008319,:play_button_selector::radio: chemistry  @fmg_kaydee  @deejayfoxyone  @sollazo1  #RaypowerNigeria,stay at home orders,NONE,0,,,,,,
1384003,A firearm is more effective in keeping social distance than a (wet)cloth covering your face #2A   #MondayMotivation,stay at home orders,AGAINST,0,,,,,,
2717810,Insults were hurled at @MmusiMaimane and we were cyber-bullied for supporting the call for schools not to reopen under unsafe conditions. Y'all are a confused bunch. Honestly.,school closures,FAVOR,0,,,,,,
1992587,"I want to go back to my campus and dorm yes, only I really want people to wear a mask or if they can’t do that then stay home.",school closures,AGAINST,0,,,,,,
2458784,@KETV Yessssss!! What a powerful and true statement. We need this mask mandate. #Stopthespread,face masks,FAVOR,0,,,,,,
1774239,@RforRingmaster @ananavarro Where I live if you serve someone without a mask the business can be fined $9000 for each occurrence. So your $7 coffee &amp, donut do not compensate the business for the risk of that loss.,face masks,FAVOR,1,,,,,
608501466,"Has anyone else noticed @THEHermanCain's silence when it comes to #FragileDonnie's handling of COVID-19? Especially the claims of the effectiveness hydrochloroquine? Why is he so silent? Oh yeah, @realDonaldTrump killed him. #TrumpVirus #WeakPresident",face masks,NONE,0,,,,,,
2087861759,:notes::arrow_forward:Zoom @iamSlimCase   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
1310964,I’m so late to the party @Twitter Please excuse me. How’s #QuarantineLife? #WearAMask,face masks,FAVOR,0,,,,,,
188785,"@dunkindonuts Stowe, VT- As an almost daily customer I am so frustrated that your staff and your organization are not taking @GovPeterShumlin mandates for mask wearing seriously.",face masks,FAVOR,0,,,,,,
5910533804,Covid-19 is one of the underrated yet powerful plague of our time Apart from poverty.  And they both share a lot in common,school closures,NONE,0,,,,,,
2199243,Many thanks to all who supported our mask campaign:bangbang: They are set to ship next week! :mask:  #MaskUp,face masks,FAVOR,0,,,,,,
1345762032,"Why, no, @texasroadhouse I'm not going to celebrate National Night Out with you... wtf is wrong with you??",stay at home orders,NONE,0,,,,,,
1281760,"@WesLeyDoutCold @ElijahSchaffer well what if they are unable to breathe haven’t eaten anything and barely drank anything for the past week due to the virus. can we just take it serious, i’d love everything going back to normal but that won’t happen ",stay at home orders,FAVOR,1,,,,,,
1832221747,"What you think, you become. What you feel, you attract.  What you imagine, you create. #thinkpositivie #feelgood",stay at home orders,NONE,0,,,,,,
2564089,PSA: Everyone in Spain is wearing a mask. Indoors and outdoors.,face masks,FAVOR,0,,,,,,
394480,"@AP He's been wearing a mask for several weeks and it still didn't keep him from getting it. Masks don't work. Plus, he feels fine but still has to self quarantine. WTF?",face masks,AGAINST,1,,,,,,
712769,I have to take biologic immunosuppression injections that stay in my system for 3 months. I live with my brother who has to go University every day bringing fear to him and me. We are both scared I could die of i get coronavirus.,school closures,NONE,1,,,,,,
403493,"How can you go from saying that the biggest protests in the history of the US didn’t cause a spike in coronavirus cases, to saying there isn’t a safe way to send kids back to school? Just require masks. They were good enough for the mass protests.",school closures,AGAINST,1,,,,,,
1700279,"@2DBeachGirl @ksbw Yes it is, that was over the 4th of July weekend when they shut the beach down &amp; the so-called manditory masks signs went up hence WHY I took the picture! It's sad &amp; a joke even after ALL the #truedata they still can't pull thei",face masks,AGAINST,0,,,,,,
1036624945,@chrislhayes @BradleyWhitford A president trying to cherry pick which states get to vote and by what means is the very definition of voter suppression. #TrumpVirus #WeakPresident,face masks,NONE,0,,,,,,
1230911,@jillastark It will only change when people stop moaning and do the right thing #StayHome,stay at home orders,FAVOR,0,,,,,,
1881098226,"@Dr_Ellie @DrVikasKapil @LynnGreigMiller Unfortunately @Twitter doesn't have a report fake news button, but it does allow you to report tweets that encourage self-harm – this seems to tick that particular box.",face masks,NONE,0,,,,,,
3633564,WHY ARENT U CLOSING SCHOOL FOR CORONA VIRUS. No primary children with weak immune sustem needs this wtf,school closures,FAVOR,1,,,,,,
1204502802,@NSWHealth @GladysB Masks yet?? Or are we just going to wait and become Victoria???,face masks,NONE,0,,,,,,
3570409,We are going to a very crucial stage of COVID-19      #BeSafe,stay at home orders,FAVOR,0,,,,,,
3048606,Im still waiting to hear a real and truthful example of anyone who’s “medically exempt” from wearing a mask. Like prove me wrong but if ya have a heath condition surely getting the virus is hella worse than being a bit uncomfortable no?,face masks,FAVOR,1,,,,,,
2533533708,"@because_logic @Patter82Mike @B24Maria @UrielMWare @threeinct @catturd2 @CBSNews Percentage wise, the popular vote was a tie.",stay at home orders,NONE,0,,,,,,
3436867223,@SheriAWilkinson TIE DeSantis (R-FL) @GovRonDeSantis  Kemp  (R-GA) @GovKemp Abbott (R-TX) @GovAbbott  Reeves (R-MS) @tatereeves  Ivey (R-AL) @GovernorKayIvey  Ducey (R-AZ) @dougducey  All Trump Ducklings! Endangering American Lives! #Resistance #TheResist,school closures,NONE,0,,,,,,
1185598779,@MorningLiveSABC What did you expect them to do? This gvt does not care about their people,stay at home orders,NONE,0,,,,,,
1551415642,@jimsciutto @missb62 2020tRump confederate campaign slogan:     What Covid?,face masks,NONE,0,,,,,,
24788,The beauty of homeschooling   Children are not safe at home,school closures,AGAINST,0,,,,,,
3723949,"@Traderlebowski @katrinagulliver @BenAltitude @JoeSilverman7 Dude, how do teachers get paid?  Here is a clue,  property taxes.  Teachers are no better than nurses,  doctors,  police,  cashiers,  bank tellers,  and so on. Teachers needs to get back to work",school closures,AGAINST,0,,,,,,
2993023,"I think I sorta get this now, I’m for waiting until after Labor Day to send kids back to school if that’s okay. Still if people can wear a mask or stay home then this whole pandemic will end. So please stay home or wear a mask.",school closures,FAVOR,1,,,,,,
403750,@donwinslow They can open schools as much as they want. I will NOT risk my child.,school closures,NONE,0,,,,,,
800222362,Politicians and bureaucrats who keep calling private schools for admissions and do what not to get a seat should be reminded that your kids don’t go to Govt schools but come to us for quality education. Don’t kill the goose which lays golden eggs for you all.,school closures,NONE,0,,,,,,
3196420379,I would love to be a particle of paint on many a meeting room wall  #covid19 #Coronavirus,face masks,NONE,0,,,,,,
194001,"@Laurie_Garrett @CDCgov @WhiteHouse So grateful for the clarity and courage with which you speak. The seeming capitulation of the CDC to White House pressure is chilling. The greed and incompetence driving this ""push"" to reopen schools is horrifying. I ho",school closures,FAVOR,1,,,,,,
3129024684,:notes::arrow_forward:Money play @burnaboy  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
453583248,:notes::arrow_forward:Bad influence @omah_lay    On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
15504422,@BBCBreakfast @BBCNews @BCPCouncil No. One. Cares.,stay at home orders,NONE,0,,,,,,
2906695,"@realDonaldTrump No, we have more cases because you said it was a hoax and no one wants to wear masks. Also teenagers are having large parties because they think they are invincible.",face masks,FAVOR,1,,,,,,
2096590,@GroveKilosdad73 @jcoralpark @realDonaldTrump Not to mention his mask is not properly worn.  Time to,face masks,FAVOR,0,,,,,,
643999,"@AlexMarlow @BreitbartNews Idiots.. Wake up America now, communists are trying to take over our country.",stay at home orders,AGAINST,0,,,,,,
633180,"@soloyochapin @JulieLe44512756 @realDonaldTrump @POTUS :o: ZERO COVID DEATHS in NY!!!  :heart: Common Sense, Pays!!!  :stethoscope: Science &amp; Medicine, Pays!!!  :mask: The Use of Masks and Testing, Pays!!!  :microscope: Daily Briefings with True Infor",face masks,FAVOR,1,,,,,,
5630478748,President Donald Trump:flag_for_United_States: #Trump2020 #MAGA,stay at home orders,NONE,0,,,,,,
3503561,"@AprilDRyan My two sons, two kids each will not be sending their kids.  One son is a high school teacher whose school will continue on zoom.  His union will strike if told to return.  #SchoolReopening #schools",school closures,FAVOR,1,,,,,,
736006,@MTA I was thinking the subway was safe a month ago but today so many people had their masks pulled down and no one enforces correctly wearing a mask.,face masks,FAVOR,1,,,,,,
3644163,"So Sunsplash, a waterpark in California, can be open but we can’t go to school, church, or play sports?!  @GavinNewsom you are in for one burning inferno for eternity.  #OpenCaliforniaNow",stay at home orders,AGAINST,1,,,,,,
2975834071,@Cassie61106759 @autumnmoon724 @LikeRepublican @johncardillo I feel for your business and your state of mind as I'm sure this is taking your stress levels beyond belief... I have never worn a mask and hope this will be over soon..,stay at home orders,NONE,0,,,,,,
860893,"It’s a shame the media &amp; pols have lost any shred of perspective during h1n1 pandemic the WHO estimated up to 1.4 billion ppl got the virus w 500k deaths ... did we cancel sports, business, life? Absolutely not we lived and moved on",stay at home orders,NONE,0,,,,,,
